,ppid,heading,cameraoffset,occlusion,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,StraightVisible,setpoint
154,k,-2.0,-2.0,1,0,21.405337857103298,-1,0.0,13.728870391845703,0.0,0.0,0.0,0.0,0.0,0.1337996590762316,0.01672495738452895,False,0
155,k,-2.0,-2.0,1,0,21.422041070853478,-1,0.0,13.862239837646484,0.0,0.0,0.0,0.0,0.0,0.13336970947631244,0.016671213684539055,False,0
156,k,-2.0,-2.0,1,0,21.438633925402925,-1,0.0,13.99501895904541,0.0,0.0,0.0,0.0,0.0,0.13277893903372728,0.01659736737921591,False,0
157,k,-2.0,-2.0,1,0,21.455354369957682,-1,0.0,14.128050804138184,0.0,0.0,0.0,0.0,0.0,0.133031657500851,0.016628957187606375,False,0
158,k,-2.0,-2.0,1,0,21.471986609203302,-1,0.0,14.261610984802246,0.0,0.0,0.0,0.0,0.0,0.1335600688411489,0.016695008605143613,False,0
159,k,-2.0,-2.0,1,0,21.488622951021437,-1,0.0,14.394593238830566,0.0,0.0,0.0,0.0,0.0,0.1329824266306332,0.01662280332882915,False,0
160,k,-2.0,-2.0,1,0,21.50531262628231,-1,0.0,14.528199195861816,0.0,0.0,0.0,0.0,0.0,0.13360601765336355,0.016700752206670444,False,0
161,k,-2.0,-2.0,1,0,21.52199655794166,-1,0.0,14.661785125732422,0.0,0.0,0.0,0.0,0.0,0.1335863253052878,0.016698290663160975,False,0
162,k,-2.0,-2.0,1,0,21.539000490257415,-1,0.0,14.796146392822266,0.0,0.0,0.0,0.0,0.0,0.13436089099670312,0.01679511137458789,True,0.0
163,k,-2.0,-2.0,1,0,21.55567744754348,-1,0.0,14.929201126098633,0.0,0.0,0.0,0.0,0.0,0.1330546319069299,0.016631828988366237,True,0.0
164,k,-2.0,-2.0,1,0,21.572276455951705,-1,0.0,15.062590599060059,0.0,0.0,0.0,0.0,0.0,0.1333894018244166,0.016673675228052076,True,0.0
165,k,-2.0,-2.0,1,0,21.5889710542996,-1,0.0,15.196298599243164,0.0,0.0,0.0,0.0,0.0,0.1337077614518023,0.016713470181475287,True,0.0
